component_1,table_type,component_2,component_3,component_4,component_5,value,component_6,component_7,component_8
REG2,COM_DESC,ELCSOL' 'Electricity Plants Solar energy,,,,,,,
REG2,COM_DESC,ELCWIN' 'Electricity Plants Wind energy,,,,,,,
REG2,COM_DESC,GAS' 'Natural Gas,,,,,,,
REG2,COM_DESC,GSL' 'Motor spirit,,,,,,,
REG2,COM_DESC,HFO' 'Heavy Fuel Oil,,,,,,,
REG2,COM_DESC,HYD' 'Hydro power,,,,,,,
REG2,COM_DESC,INDBIO' 'Industry Biomass,,,,,,,
REG2,COM_DESC,INDCO2' 'Industry Carbon dioxide,,,,,,,
REG2,COM_DESC,INDCOA' 'Industry Solid Fuels,,,,,,,
REG2,COM_DESC,INDELC' 'Industry Electricity,,,,,,,
REG2,COM_DESC,INDGAS' 'Industry Natural Gas,,,,,,,
REG2,COM_DESC,INDOIL' 'Industry Crude Oil,,,,,,,
REG2,COM_DESC,KER' 'Kerosenes,,,,,,,
REG2,COM_DESC,LPG' 'LPG,,,,,,,
REG2,COM_DESC,NAP' 'Naphtha,,,,,,,
REG2,COM_DESC,NUC' 'Nuclear Energy,,,,,,,
REG2,COM_DESC,OIL' 'Crude Oil,,,,,,,
REG2,COM_DESC,OPP' 'Other Petroleum Products,,,,,,,
REG2,COM_DESC,RSDBIO' 'Residential Biomass,,,,,,,
REG2,COM_DESC,RSDCO2' 'Residential Carbon dioxide,,,,,,,
REG2,COM_DESC,RSDCOA' 'Residential Solid Fuels,,,,,,,
REG2,COM_DESC,RSDELC' 'Residential Electricity,,,,,,,
REG2,COM_DESC,RSDGAS' 'Residential Natural Gas,,,,,,,
REG2,COM_DESC,RSDOIL' 'Residential oil,,,,,,,
REG2,COM_DESC,RSDSOL' 'Residential Solar energy,,,,,,,
REG2,COM_DESC,SOL' 'Solar energy,,,,,,,
REG2,COM_DESC,TRABIO' 'Transport Biofuels,,,,,,,
REG2,COM_DESC,TRACO2' 'Transport Carbon dioxide,,,,,,,
REG2,COM_DESC,TRADSL' 'Transport Diesel oil,,,,,,,
REG2,COM_DESC,TRAELC' 'Transport Electricity,,,,,,,
REG2,COM_DESC,TRAGAS' 'Transport Natural Gas,,,,,,,
REG2,COM_DESC,TRAGSL' 'Transport Motor spirit,,,,,,,
REG2,COM_DESC,TRALPG' 'Transport LPG,,,,,,,
REG2,COM_DESC,WIN' 'Wind energy,,,,,,,
AU_NUC_MaxCAP' 'Max Nuclear Power Plants Capacity,UC_N,,,,,,,,
UC_RNW-PP_LOW' 'Minimum renewable power plants penetration,UC_N,,,,,,,,
REG1,ACT_COST,2005,ELCNENUC00,MEuro05,,0.27,,,
REG1,ACT_COST,2005,ELCREBIO00,MEuro05,,0.35,,,
REG1,ACT_COST,2005,ELCREHYD00,MEuro05,,2.0,,,
REG1,ACT_COST,2005,ELCREWIN00,MEuro05,,0.5,,,
REG1,ACT_COST,2005,ELCTECOA00,MEuro05,,0.5,,,
REG1,ACT_COST,2005,ELCTEGAS00,MEuro05,,0.4,,,
REG1,ACT_COST,2005,ELCTEOIL00,MEuro05,,0.2,,,
REG2,ACT_COST,2005,ELCNENUC00,MEuro05,,0.27,,,
REG2,ACT_COST,2005,ELCREBIO00,MEuro05,,0.35,,,
REG2,ACT_COST,2005,ELCREHYD00,MEuro05,,2.0,,,
REG2,ACT_COST,2005,ELCREWIN00,MEuro05,,0.5,,,
REG2,ACT_COST,2005,ELCTECOA00,MEuro05,,0.5,,,
REG2,ACT_COST,2005,ELCTEGAS00,MEuro05,,0.4,,,
REG2,ACT_COST,2005,ELCTEOIL00,MEuro05,,0.2,,,
REG1,ACT_EFF,2005,AOTETOT,ACT,ANNUAL,1.0,,,
REG1,ACT_EFF,2005,CAPEELC,ACT,ANNUAL,1.0,,,
REG1,ACT_EFF,2005,COTEBIO,ACT,ANNUAL,1.0,,,
REG1,ACT_EFF,2005,COTECOA,ACT,ANNUAL,1.0,,,
REG1,ACT_EFF,2005,COTEELC,ACT,ANNUAL,1.0,,,
REG1,ACT_EFF,2005,COTEGAS,ACT,ANNUAL,1.0,,,
REG1,ACT_EFF,2005,COTEOIL,ACT,ANNUAL,1.0,,,
REG1,ACT_EFF,2005,CSHEBIO,ACT,ANNUAL,0.8,,,
REG1,ACT_EFF,2005,CSHECOA,ACT,ANNUAL,0.85,,,
REG1,ACT_EFF,2005,CSHEELC,ACT,ANNUAL,0.95,,,
REG1,ACT_EFF,2005,CSHEGAS,ACT,ANNUAL,0.9,,,
REG1,ACT_EFF,2005,CSHEOIL,ACT,ANNUAL,0.8,,,
REG1,ACT_EFF,2005,CSHESOL,ACT,ANNUAL,1.0,,,
REG1,ACT_EFF,2005,ELCNENUC00,ACT,ANNUAL,0.33,,,
REG1,ACT_EFF,2005,ELCREBIO00,ACT,ANNUAL,0.28,,,
REG1,ACT_EFF,2005,ELCREHYD00,ACT,ANNUAL,1.0,,,
REG1,ACT_EFF,2005,ELCRESOL00,ACT,ANNUAL,1.0,,,
REG1,ACT_EFF,2005,ELCREWIN00,ACT,ANNUAL,1.0,,,
REG1,ACT_EFF,2005,ELCTECOA00,ACT,ANNUAL,0.384,,,
REG1,ACT_EFF,2005,ELCTEGAS00,ACT,ANNUAL,0.4929,,,
REG1,ACT_EFF,2005,ELCTEOIL00,ACT,ANNUAL,0.25,,,
REG1,ACT_EFF,2005,FTE-AGRBIO,ACT,ANNUAL,1.0,,,
REG1,ACT_EFF,2005,FTE-AGRCOA,ACT,ANNUAL,1.0,,,
REG1,ACT_EFF,2005,FTE-AGRELC,ACT,ANNUAL,1.0,,,
REG1,ACT_EFF,2005,FTE-AGRGAS,ACT,ANNUAL,1.0,,,
REG1,ACT_EFF,2005,FTE-AGROIL,ACT,ANNUAL,1.0,,,
REG1,ACT_EFF,2005,FTE-COMBIO,ACT,ANNUAL,1.0,,,
REG1,ACT_EFF,2005,FTE-COMCOA,ACT,ANNUAL,1.0,,,
REG1,ACT_EFF,2005,FTE-COMELC,ACT,ANNUAL,1.0,,,
REG1,ACT_EFF,2005,FTE-COMGAS,ACT,ANNUAL,1.0,,,
REG1,ACT_EFF,2005,FTE-COMOIL,ACT,ANNUAL,1.0,,,
REG1,ACT_EFF,2005,FTE-COMSOL,ACT,ANNUAL,1.0,,,
REG1,ACT_EFF,2005,FTE-ELCBIO,ACT,ANNUAL,1.0,,,
REG1,ACT_EFF,2005,FTE-ELCCOA,ACT,ANNUAL,1.0,,,
REG1,ACT_EFF,2005,FTE-ELCGAS,ACT,ANNUAL,1.0,,,
REG1,ACT_EFF,2005,FTE-ELCHYD,ACT,ANNUAL,1.0,,,
REG1,ACT_EFF,2005,FTE-ELCNUC,ACT,ANNUAL,1.0,,,
REG1,ACT_EFF,2005,FTE-ELCOIL,ACT,ANNUAL,1.0,,,
REG1,ACT_EFF,2005,FTE-ELCSOL,ACT,ANNUAL,1.0,,,
REG1,ACT_EFF,2005,FTE-ELCWIN,ACT,ANNUAL,1.0,,,
REG1,ACT_EFF,2005,FTE-INDBIO,ACT,ANNUAL,1.0,,,
REG1,ACT_EFF,2005,FTE-INDCOA,ACT,ANNUAL,1.0,,,
REG1,ACT_EFF,2005,FTE-INDELC,ACT,ANNUAL,1.0,,,
REG1,ACT_EFF,2005,FTE-INDGAS,ACT,ANNUAL,1.0,,,
REG1,ACT_EFF,2005,FTE-INDOIL,ACT,ANNUAL,1.0,,,
REG1,ACT_EFF,2005,FTE-RSDBIO,ACT,ANNUAL,1.0,,,
REG1,ACT_EFF,2005,FTE-RSDCOA,ACT,ANNUAL,1.0,,,
REG1,ACT_EFF,2005,FTE-RSDELC,ACT,ANNUAL,1.0,,,
REG1,ACT_EFF,2005,FTE-RSDGAS,ACT,ANNUAL,1.0,,,
REG1,ACT_EFF,2005,FTE-RSDOIL,ACT,ANNUAL,1.0,,,
REG1,ACT_EFF,2005,FTE-RSDSOL,ACT,ANNUAL,1.0,,,
REG1,ACT_EFF,2005,FTE-TRABIO,ACT,ANNUAL,1.0,,,
REG1,ACT_EFF,2005,FTE-TRADSL,ACT,ANNUAL,1.0,,,
REG1,ACT_EFF,2005,FTE-TRAELC,ACT,ANNUAL,1.0,,,
REG1,ACT_EFF,2005,FTE-TRAGAS,ACT,ANNUAL,1.0,,,
REG1,ACT_EFF,2005,FTE-TRAGSL,ACT,ANNUAL,1.0,,,
REG1,ACT_EFF,2005,FTE-TRALPG,ACT,ANNUAL,1.0,,,
REG1,ACT_EFF,2005,IDM1ETOT,ACT,ANNUAL,1.0,,,
REG1,ACT_EFF,2005,RAPEELC,ACT,ANNUAL,1.0,,,
REG1,ACT_EFF,2005,REFEOIL00,ACT,ANNUAL,1.01282037207396,,,
REG1,ACT_EFF,2005,ROTEBIO,ACT,ANNUAL,1.0,,,
REG1,ACT_EFF,2005,ROTECOA,ACT,ANNUAL,1.0,,,
REG1,ACT_EFF,2005,ROTEELC,ACT,ANNUAL,1.0,,,
REG1,ACT_EFF,2005,ROTEGAS,ACT,ANNUAL,1.0,,,
REG1,ACT_EFF,2005,ROTEOIL,ACT,ANNUAL,1.0,,,
REG1,ACT_EFF,2005,RSHEBIO,ACT,ANNUAL,0.8,,,
REG1,ACT_EFF,2005,RSHECOA,ACT,ANNUAL,0.85,,,
REG1,ACT_EFF,2005,RSHEELC,ACT,ANNUAL,0.95,,,
REG1,ACT_EFF,2005,RSHEGAS,ACT,ANNUAL,0.9,,,
REG1,ACT_EFF,2005,RSHEOIL,ACT,ANNUAL,0.8,,,
REG1,ACT_EFF,2005,RSHESOL,ACT,ANNUAL,1.0,,,
REG1,ACT_EFF,2005,TCAREBIO,ACT,ANNUAL,0.4,,,
REG1,ACT_EFF,2005,TCAREDSL,ACT,ANNUAL,0.41,,,
REG1,ACT_EFF,2005,TCAREELC,ACT,ANNUAL,0.4,,,
REG1,ACT_EFF,2005,TCAREGAS,ACT,ANNUAL,0.38,,,
REG1,ACT_EFF,2005,TCAREGSL,ACT,ANNUAL,0.4,,,
REG1,ACT_EFF,2005,TCARELPG,ACT,ANNUAL,0.38,,,
REG1,ACT_EFF,2005,TPUBEBIO,ACT,ANNUAL,0.15,,,
REG1,ACT_EFF,2005,TPUBEDSL,ACT,ANNUAL,0.15,,,
REG1,ACT_EFF,2005,TPUBEELC,ACT,ANNUAL,0.03,,,
REG1,ACT_EFF,2005,TPUBEGAS,ACT,ANNUAL,0.1,,,
REG1,ACT_EFF,2005,TPUBEGSL,ACT,ANNUAL,0.15,,,
REG1,ACT_EFF,2005,TPUBELPG,ACT,ANNUAL,0.1,,,
REG2,ACT_EFF,2005,AOTETOT,ACT,ANNUAL,1.0,,,
REG2,ACT_EFF,2005,CAPEELC,ACT,ANNUAL,1.0,,,
REG2,ACT_EFF,2005,COTEBIO,ACT,ANNUAL,1.0,,,
REG2,ACT_EFF,2005,COTECOA,ACT,ANNUAL,1.0,,,
REG2,ACT_EFF,2005,COTEELC,ACT,ANNUAL,1.0,,,
REG2,ACT_EFF,2005,COTEGAS,ACT,ANNUAL,1.0,,,
REG2,ACT_EFF,2005,COTEOIL,ACT,ANNUAL,1.0,,,
REG2,ACT_EFF,2005,CSHEBIO,ACT,ANNUAL,0.8,,,
REG2,ACT_EFF,2005,CSHECOA,ACT,ANNUAL,0.85,,,
REG2,ACT_EFF,2005,CSHEELC,ACT,ANNUAL,0.97,,,
REG2,ACT_EFF,2005,CSHEGAS,ACT,ANNUAL,0.9,,,
REG2,ACT_EFF,2005,CSHEOIL,ACT,ANNUAL,0.8,,,
REG2,ACT_EFF,2005,CSHESOL,ACT,ANNUAL,0.8,,,
REG2,ACT_EFF,2005,ELCNENUC00,ACT,ANNUAL,0.33,,,
REG2,ACT_EFF,2005,ELCREBIO00,ACT,ANNUAL,0.28,,,
REG2,ACT_EFF,2005,ELCREHYD00,ACT,ANNUAL,1.0,,,
REG2,ACT_EFF,2005,ELCRESOL00,ACT,ANNUAL,1.0,,,
REG2,ACT_EFF,2005,ELCREWIN00,ACT,ANNUAL,1.0,,,
REG2,ACT_EFF,2005,ELCTECOA00,ACT,ANNUAL,0.384,,,
REG2,ACT_EFF,2005,ELCTEGAS00,ACT,ANNUAL,0.4929,,,
REG2,ACT_EFF,2005,ELCTEOIL00,ACT,ANNUAL,0.25,,,
REG2,ACT_EFF,2005,FTE-AGRBIO,ACT,ANNUAL,1.0,,,
REG2,ACT_EFF,2005,FTE-AGRCOA,ACT,ANNUAL,1.0,,,
REG2,ACT_EFF,2005,FTE-AGRELC,ACT,ANNUAL,1.0,,,
REG2,ACT_EFF,2005,FTE-AGRGAS,ACT,ANNUAL,1.0,,,
REG2,ACT_EFF,2005,FTE-AGROIL,ACT,ANNUAL,1.0,,,
REG2,ACT_EFF,2005,FTE-COMBIO,ACT,ANNUAL,1.0,,,
REG2,ACT_EFF,2005,FTE-COMCOA,ACT,ANNUAL,1.0,,,
REG2,ACT_EFF,2005,FTE-COMELC,ACT,ANNUAL,1.0,,,
REG2,ACT_EFF,2005,FTE-COMGAS,ACT,ANNUAL,1.0,,,
REG2,ACT_EFF,2005,FTE-COMOIL,ACT,ANNUAL,1.0,,,
REG2,ACT_EFF,2005,FTE-COMSOL,ACT,ANNUAL,1.0,,,
REG2,ACT_EFF,2005,FTE-ELCBIO,ACT,ANNUAL,1.0,,,
REG2,ACT_EFF,2005,FTE-ELCCOA,ACT,ANNUAL,1.0,,,
REG2,ACT_EFF,2005,FTE-ELCGAS,ACT,ANNUAL,1.0,,,
REG2,ACT_EFF,2005,FTE-ELCHYD,ACT,ANNUAL,1.0,,,
REG2,ACT_EFF,2005,FTE-ELCNUC,ACT,ANNUAL,1.0,,,
REG2,ACT_EFF,2005,FTE-ELCOIL,ACT,ANNUAL,1.0,,,
REG2,ACT_EFF,2005,FTE-ELCSOL,ACT,ANNUAL,1.0,,,
REG2,ACT_EFF,2005,FTE-ELCWIN,ACT,ANNUAL,1.0,,,
REG2,ACT_EFF,2005,FTE-INDBIO,ACT,ANNUAL,1.0,,,
REG2,ACT_EFF,2005,FTE-INDCOA,ACT,ANNUAL,1.0,,,
REG2,ACT_EFF,2005,FTE-INDELC,ACT,ANNUAL,1.0,,,
REG2,ACT_EFF,2005,FTE-INDGAS,ACT,ANNUAL,1.0,,,
REG2,ACT_EFF,2005,FTE-INDOIL,ACT,ANNUAL,1.0,,,
REG2,ACT_EFF,2005,FTE-RSDBIO,ACT,ANNUAL,1.0,,,
REG2,ACT_EFF,2005,FTE-RSDCOA,ACT,ANNUAL,1.0,,,
REG2,ACT_EFF,2005,FTE-RSDELC,ACT,ANNUAL,1.0,,,
REG2,ACT_EFF,2005,FTE-RSDGAS,ACT,ANNUAL,1.0,,,
REG2,ACT_EFF,2005,FTE-RSDOIL,ACT,ANNUAL,1.0,,,
REG2,ACT_EFF,2005,FTE-RSDSOL,ACT,ANNUAL,1.0,,,
REG2,ACT_EFF,2005,FTE-TRABIO,ACT,ANNUAL,1.0,,,
REG2,ACT_EFF,2005,FTE-TRADSL,ACT,ANNUAL,1.0,,,
REG2,ACT_EFF,2005,FTE-TRAELC,ACT,ANNUAL,1.0,,,
REG2,ACT_EFF,2005,FTE-TRAGAS,ACT,ANNUAL,1.0,,,
REG2,ACT_EFF,2005,FTE-TRAGSL,ACT,ANNUAL,1.0,,,
REG2,ACT_EFF,2005,FTE-TRALPG,ACT,ANNUAL,1.0,,,
REG2,ACT_EFF,2005,IDM1ETOT,ACT,ANNUAL,1.0,,,
REG2,ACT_EFF,2005,RAPEELC,ACT,ANNUAL,1.0,,,
REG2,ACT_EFF,2005,REFEOIL00,ACT,ANNUAL,1.01282037207396,,,
REG2,ACT_EFF,2005,ROTEBIO,ACT,ANNUAL,1.0,,,
REG2,ACT_EFF,2005,ROTECOA,ACT,ANNUAL,1.0,,,
REG2,ACT_EFF,2005,ROTEELC,ACT,ANNUAL,1.0,,,
REG2,ACT_EFF,2005,ROTEGAS,ACT,ANNUAL,1.0,,,
REG2,ACT_EFF,2005,ROTEOIL,ACT,ANNUAL,1.0,,,
REG2,ACT_EFF,2005,RSHEBIO,ACT,ANNUAL,0.8,,,
REG2,ACT_EFF,2005,RSHECOA,ACT,ANNUAL,0.85,,,
REG2,ACT_EFF,2005,RSHEELC,ACT,ANNUAL,0.97,,,
REG2,ACT_EFF,2005,RSHEGAS,ACT,ANNUAL,0.9,,,
REG2,ACT_EFF,2005,RSHEOIL,ACT,ANNUAL,0.8,,,
REG2,ACT_EFF,2005,RSHESOL,ACT,ANNUAL,0.8,,,
REG2,ACT_EFF,2005,TCAREBIO,ACT,ANNUAL,0.4,,,
REG2,ACT_EFF,2005,TCAREDSL,ACT,ANNUAL,0.41,,,
REG2,ACT_EFF,2005,TCAREELC,ACT,ANNUAL,0.4,,,
REG2,ACT_EFF,2005,TCAREGAS,ACT,ANNUAL,0.38,,,
REG2,ACT_EFF,2005,TCAREGSL,ACT,ANNUAL,0.4,,,
REG2,ACT_EFF,2005,TCARELPG,ACT,ANNUAL,0.38,,,
REG2,ACT_EFF,2005,TPUBEBIO,ACT,ANNUAL,0.15,,,
REG2,ACT_EFF,2005,TPUBEDSL,ACT,ANNUAL,0.15,,,
REG2,ACT_EFF,2005,TPUBEELC,ACT,ANNUAL,0.03,,,
REG2,ACT_EFF,2005,TPUBEGAS,ACT,ANNUAL,0.1,,,
REG2,ACT_EFF,2005,TPUBEGSL,ACT,ANNUAL,0.15,,,
REG2,ACT_EFF,2005,TPUBELPG,ACT,ANNUAL,0.1,,,
REG1,COM_FR,2005,DCAP,SD,,0.25,,,
REG1,COM_FR,2005,DCAP,SN,,0.25,,,
REG1,COM_FR,2005,DCAP,WD,,0.25,,,
REG1,COM_FR,2005,DCAP,WN,,0.25,,,
REG1,COM_FR,2005,DCOT,SD,,0.25,,,
REG1,COM_FR,2005,DCOT,SN,,0.25,,,
REG1,COM_FR,2005,DCOT,WD,,0.25,,,
REG1,COM_FR,2005,DCOT,WN,,0.25,,,
REG1,COM_FR,2005,DCSH,SD,,0.1,,,
REG1,COM_FR,2005,DCSH,SN,,0.1,,,
REG1,COM_FR,2005,DCSH,WD,,0.4,,,
REG1,COM_FR,2005,DCSH,WN,,0.4,,,
REG1,COM_FR,2005,DIDM1,SD,,0.3,,,
REG1,COM_FR,2005,DIDM1,SN,,0.2,,,
REG1,COM_FR,2005,DIDM1,WD,,0.29,,,
REG1,COM_FR,2005,DIDM1,WN,,0.21,,,
REG1,COM_FR,2005,DRAP,SD,,0.3,,,
REG1,COM_FR,2005,DRAP,SN,,0.25,,,
REG1,COM_FR,2005,DRAP,WD,,0.2,,,
REG1,COM_FR,2005,DRAP,WN,,0.2,,,
REG1,COM_FR,2005,DROT,SD,,0.25,,,
REG1,COM_FR,2005,DROT,SN,,0.25,,,
REG1,COM_FR,2005,DROT,WD,,0.25,,,
REG1,COM_FR,2005,DROT,WN,,0.25,,,
REG1,COM_FR,2005,DRSH,SD,,0.0,,,
REG1,COM_FR,2005,DRSH,SN,,0.0,,,
REG1,COM_FR,2005,DRSH,WD,,0.6,,,
REG1,COM_FR,2005,DRSH,WN,,0.4,,,
REG1,COM_FR,2005,DTCAR,SD,,0.25,,,
REG1,COM_FR,2005,DTCAR,SN,,0.25,,,
REG1,COM_FR,2005,DTCAR,WD,,0.25,,,
REG1,COM_FR,2005,DTCAR,WN,,0.25,,,
REG1,COM_FR,2005,DTPUB,SD,,0.25,,,
REG1,COM_FR,2005,DTPUB,SN,,0.25,,,
REG1,COM_FR,2005,DTPUB,WD,,0.25,,,
REG1,COM_FR,2005,DTPUB,WN,,0.25,,,
REG2,COM_FR,2005,DCAP,SD,,0.25,,,
REG2,COM_FR,2005,DCAP,SN,,0.25,,,
REG2,COM_FR,2005,DCAP,WD,,0.25,,,
REG2,COM_FR,2005,DCAP,WN,,0.25,,,
REG2,COM_FR,2005,DCOT,SD,,0.25,,,
REG2,COM_FR,2005,DCOT,SN,,0.25,,,
REG2,COM_FR,2005,DCOT,WD,,0.25,,,
REG2,COM_FR,2005,DCOT,WN,,0.25,,,
REG2,COM_FR,2005,DCSH,SD,,0.1,,,
REG2,COM_FR,2005,DCSH,SN,,0.1,,,
REG2,COM_FR,2005,DCSH,WD,,0.4,,,
REG2,COM_FR,2005,DCSH,WN,,0.4,,,
REG2,COM_FR,2005,DIDM1,SD,,0.3,,,
REG2,COM_FR,2005,DIDM1,SN,,0.2,,,
REG2,COM_FR,2005,DIDM1,WD,,0.29,,,
REG2,COM_FR,2005,DIDM1,WN,,0.21,,,
REG2,COM_FR,2005,DRAP,SD,,0.3,,,
REG2,COM_FR,2005,DRAP,SN,,0.25,,,
REG2,COM_FR,2005,DRAP,WD,,0.2,,,
REG2,COM_FR,2005,DRAP,WN,,0.2,,,
REG2,COM_FR,2005,DROT,SD,,0.25,,,
REG2,COM_FR,2005,DROT,SN,,0.25,,,
REG2,COM_FR,2005,DROT,WD,,0.25,,,
REG2,COM_FR,2005,DROT,WN,,0.25,,,
REG2,COM_FR,2005,DRSH,SD,,0.0,,,
REG2,COM_FR,2005,DRSH,SN,,0.0,,,
REG2,COM_FR,2005,DRSH,WD,,0.6,,,
REG2,COM_FR,2005,DRSH,WN,,0.4,,,
REG2,COM_FR,2005,DTCAR,SD,,0.25,,,
REG2,COM_FR,2005,DTCAR,SN,,0.25,,,
REG2,COM_FR,2005,DTCAR,WD,,0.25,,,
REG2,COM_FR,2005,DTCAR,WN,,0.25,,,
REG2,COM_FR,2005,DTPUB,SD,,0.25,,,
REG2,COM_FR,2005,DTPUB,SN,,0.25,,,
REG2,COM_FR,2005,DTPUB,WD,,0.25,,,
REG2,COM_FR,2005,DTPUB,WN,,0.25,,,
2005,E,,,,,2005.0,,,
2006,E,,,,,2007.0,,,
2010,E,,,,,2012.0,,,
2015,E,,,,,2017.0,,,
2020,E,,,,,2022.0,,,
2025,E,,,,,2027.0,,,
2030,E,,,,,2032.0,,,
2035,E,,,,,2037.0,,,
2040,E,,,,,2042.0,,,
2045,E,,,,,2047.0,,,
2050,E,,,,,2052.0,,,
REG1,IRE_PRICE,2005,EXPCOA1,COA,ANNUAL,2.75,REG1,EXP,MEuro05
REG1,IRE_PRICE,2005,EXPDSL1,DSL,ANNUAL,10.296,REG1,EXP,MEuro05
REG1,IRE_PRICE,2005,EXPELC1,ELC,ANNUAL,6.0,REG1,EXP,MEuro05
REG1,IRE_PRICE,2005,EXPGAS1,GAS,ANNUAL,4.5,REG1,EXP,MEuro05
REG1,IRE_PRICE,2005,EXPGSL1,GSL,ANNUAL,11.088,REG1,EXP,MEuro05
REG1,IRE_PRICE,2005,EXPHFO1,HFO,ANNUAL,8.316,REG1,EXP,MEuro05
REG1,IRE_PRICE,2005,EXPKER1,KER,ANNUAL,11.088,REG1,EXP,MEuro05
REG1,IRE_PRICE,2005,EXPLPG1,LPG,ANNUAL,8.712,REG1,EXP,MEuro05
REG1,IRE_PRICE,2005,EXPNAP1,NAP,ANNUAL,8.316,REG1,EXP,MEuro05
REG1,IRE_PRICE,2005,EXPOIL1,OIL,ANNUAL,8.0,REG1,EXP,MEuro05
REG1,IRE_PRICE,2005,EXPOPP1,OPP,ANNUAL,8.316,REG1,EXP,MEuro05
REG1,IRE_PRICE,2005,IMPCOA1,COA,ANNUAL,2.75,REG1,IMP,MEuro05
REG1,IRE_PRICE,2005,IMPDSL1,DSL,ANNUAL,10.4,REG1,IMP,MEuro05
REG1,IRE_PRICE,2005,IMPELC1,ELC,ANNUAL,5.382,REG1,IMP,MEuro05
REG1,IRE_PRICE,2005,IMPGAS1,GAS,ANNUAL,4.5,REG1,IMP,MEuro05
REG1,IRE_PRICE,2005,IMPGSL1,GSL,ANNUAL,11.2,REG1,IMP,MEuro05
REG1,IRE_PRICE,2005,IMPHFO1,HFO,ANNUAL,8.4,REG1,IMP,MEuro05
REG1,IRE_PRICE,2005,IMPKER1,KER,ANNUAL,11.2,REG1,IMP,MEuro05
REG1,IRE_PRICE,2005,IMPLPG1,LPG,ANNUAL,8.8,REG1,IMP,MEuro05
REG1,IRE_PRICE,2005,IMPNAP1,NAP,ANNUAL,8.4,REG1,IMP,MEuro05
REG1,IRE_PRICE,2005,IMPOIL1,OIL,ANNUAL,8.0,REG1,IMP,MEuro05
REG1,IRE_PRICE,2005,IMPOPP1,OPP,ANNUAL,8.4,REG1,IMP,MEuro05
REG1,IRE_PRICE,2005,MINBIO1,BIO,ANNUAL,4.05,REG1,IMP,MEuro05
REG1,IRE_PRICE,2005,MINCOA1,COA,ANNUAL,2.0,REG1,IMP,MEuro05
REG1,IRE_PRICE,2005,MINCOA2,COA,ANNUAL,2.5,REG1,IMP,MEuro05
REG1,IRE_PRICE,2005,MINCOA3,COA,ANNUAL,3.0,REG1,IMP,MEuro05
REG1,IRE_PRICE,2005,MINGAS1,GAS,ANNUAL,3.6,REG1,IMP,MEuro05
REG1,IRE_PRICE,2005,MINGAS2,GAS,ANNUAL,4.14,REG1,IMP,MEuro05
REG1,IRE_PRICE,2005,MINGAS3,GAS,ANNUAL,5.4,REG1,IMP,MEuro05
REG1,IRE_PRICE,2005,MINNUC1,NUC,ANNUAL,0.25,REG1,IMP,MEuro05
REG1,IRE_PRICE,2005,MINOIL1,OIL,ANNUAL,6.4,REG1,IMP,MEuro05
REG1,IRE_PRICE,2005,MINOIL2,OIL,ANNUAL,7.36,REG1,IMP,MEuro05
REG1,IRE_PRICE,2005,MINOIL3,OIL,ANNUAL,9.6,REG1,IMP,MEuro05
REG2,IRE_PRICE,2005,EXPCOA1,COA,ANNUAL,2.75,REG2,EXP,MEuro05
REG2,IRE_PRICE,2005,EXPDSL1,DSL,ANNUAL,10.296,REG2,EXP,MEuro05
REG2,IRE_PRICE,2005,EXPELC1,ELC,ANNUAL,6.0,REG2,EXP,MEuro05
REG2,IRE_PRICE,2005,EXPGAS1,GAS,ANNUAL,4.5,REG2,EXP,MEuro05
REG2,IRE_PRICE,2005,EXPGSL1,GSL,ANNUAL,11.088,REG2,EXP,MEuro05
REG2,IRE_PRICE,2005,EXPHFO1,HFO,ANNUAL,8.316,REG2,EXP,MEuro05
REG2,IRE_PRICE,2005,EXPKER1,KER,ANNUAL,11.088,REG2,EXP,MEuro05
REG2,IRE_PRICE,2005,EXPLPG1,LPG,ANNUAL,8.712,REG2,EXP,MEuro05
REG2,IRE_PRICE,2005,EXPNAP1,NAP,ANNUAL,8.316,REG2,EXP,MEuro05
REG2,IRE_PRICE,2005,EXPOIL1,OIL,ANNUAL,8.0,REG2,EXP,MEuro05
REG2,IRE_PRICE,2005,EXPOPP1,OPP,ANNUAL,8.316,REG2,EXP,MEuro05
REG2,IRE_PRICE,2005,IMPCOA1,COA,ANNUAL,2.75,REG2,IMP,MEuro05
REG2,IRE_PRICE,2005,IMPDSL1,DSL,ANNUAL,10.4,REG2,IMP,MEuro05
REG2,IRE_PRICE,2005,IMPELC1,ELC,ANNUAL,5.382,REG2,IMP,MEuro05
REG2,IRE_PRICE,2005,IMPGAS1,GAS,ANNUAL,4.5,REG2,IMP,MEuro05
REG2,IRE_PRICE,2005,IMPGSL1,GSL,ANNUAL,11.2,REG2,IMP,MEuro05
REG2,IRE_PRICE,2005,IMPHFO1,HFO,ANNUAL,8.4,REG2,IMP,MEuro05
REG2,IRE_PRICE,2005,IMPKER1,KER,ANNUAL,11.2,REG2,IMP,MEuro05
REG2,IRE_PRICE,2005,IMPLPG1,LPG,ANNUAL,8.8,REG2,IMP,MEuro05
REG2,IRE_PRICE,2005,IMPNAP1,NAP,ANNUAL,8.4,REG2,IMP,MEuro05
REG2,IRE_PRICE,2005,IMPOIL1,OIL,ANNUAL,8.0,REG2,IMP,MEuro05
REG2,IRE_PRICE,2005,IMPOPP1,OPP,ANNUAL,8.4,REG2,IMP,MEuro05
